"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치연도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"방화1동334",1,서울특별시 강서구 양천로28길 12-12,서울특별시 강서구 방화동 175-6,37.572742,126.819814,,전용주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동335",1,서울특별시 강서구 양천로28길 8-5,서울특별시 강서구 방화동 175-8,37.572779,126.820106,,건축물,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동336",1,서울특별시 강서구 양천로26길 103,서울특별시 강서구 방화동 859,37.573019,126.820870,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동337",1,서울특별시 강서구 양천로26길 103,서울특별시 강서구 방화동 859,37.573019,126.820870,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동338",1,서울특별시 강서구 양천로26길 103,서울특별시 강서구 방화동 859,37.573019,126.820870,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동339",1,서울특별시 강서구 양천로28길 9-14,서울특별시 강서구 방화동 174-8,37.572763,126.821277,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동340",1,서울특별시 강서구 양천로28길 9-14,서울특별시 강서구 방화동 174-8,37.572741,126.821277,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동341",1,서울특별시 강서구 양천로28길 13,서울특별시 강서구 방화동 189-15,37.572573,126.820533,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동342",1,서울특별시 강서구 양천로28길 12-6,서울특별시 강서구 방화동 175-9,37.572626,126.820155,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동343",1,서울특별시 강서구 양천로28길 12-12,서울특별시 강서구 방화동 175-6,37.572742,126.819840,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동344",1,서울특별시 강서구 양천로26길 35,서울특별시 강서구 방화동 883,37.572642,126.819063,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동345",1,서울특별시 강서구 양천로26길 38,서울특별시 강서구 방화동 883,37.572215,126.818371,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동346",1,서울특별시 강서구 양천로26길 43,서울특별시 강서구 방화동 168-16,37.572476,126.819324,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동347",1,서울특별시 강서구 양천로26길 54,서울특별시 강서구 방화동 168-16,37.572068,126.819625,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동348",1,서울특별시 강서구 양천로26길 57,서울특별시 강서구 방화동 168-14,37.572205,126.819913,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동349",1,서울특별시 강서구 양천로26길 60,서울특별시 강서구 방화동 168-50,37.571691,126.819992,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동350",1,서울특별시 강서구 양천로26길 57,서울특별시 강서구 방화동 168-14,37.572205,126.819913,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동351",1,서울특별시 강서구 양천로26길 65,서울특별시 강서구 방화동 168-13,37.572320,126.820075,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동352",1,서울특별시 강서구 양천로26길 73,서울특별시 강서구 방화동 876,37.572406,126.820591,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동353",1,서울특별시 강서구 양천로26길 75,서울특별시 강서구 방화동 189-16,37.572478,126.820755,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동354",1,서울특별시 강서구 양천로26길 83,서울특별시 강서구 방화동 189-18,37.572554,126.821123,,전용주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동355",1,서울특별시 강서구 양천로26길 87,서울특별시 강서구 방화동 189-19,37.572620,126.821413,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동356",1,서울특별시 강서구 양천로26길 87,서울특별시 강서구 방화동 189-19,37.572620,126.821485,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동357",1,서울특별시 강서구 양천로26길 87,서울특별시 강서구 방화동 190-4,37.572611,126.821413,,전용주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동358",1,서울특별시 강서구 방화대로34길 113,서울특별시 강서구 방화동 857,37.572213,126.821919,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동359",1,서울특별시 강서구 방화대로34길 113,서울특별시 강서구 방화동 857,37.572213,126.821919,,전용주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동360",1,서울특별시 강서구 방화대로34길 113,서울특별시 강서구 방화동 857,37.572213,126.821919,,전용주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동361",1,서울특별시 강서구 양천로28길 29,서울특별시 강서구 방화동 876,37.572146,126.821260,,전용주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동362",1,서울특별시 강서구 양천로28길 29,서울특별시 강서구 방화동 876,37.572146,126.821260,,전용주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동363",1,서울특별시 강서구 양천로30길 42,서울특별시 강서구 방화동 197-1,37.571338,126.822468,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동364",1,서울특별시 강서구 양천로30길 70,서울특별시 강서구 방화동 197-3,37.570081,126.822588,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동365",1,서울특별시 강서구 양천로30길 108,서울특별시 강서구 방화동 207-5,37.568109,126.822311,,전용주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동366",1,서울특별시 강서구 양천로30길 108,서울특별시 강서구 방화동 207-5,37.568109,126.822311,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동367",1,서울특별시 강서구 양천로30길 123,서울특별시 강서구 마곡동 359-3,37.567846,126.823093,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동380",1,서울특별시 강서구 방화대로34길 57,서울특별시 강서구 방화동 186-11,37.570351,126.819594,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동381",1,서울특별시 강서구 방화대로34길 60,서울특별시 강서구 방화동 888,37.570222,126.819961,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동382",1,서울특별시 강서구 방화대로34길 70,서울특별시 강서구 방화동 187-47,37.570508,126.820359,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동383",1,서울특별시 강서구 방화대로34길 78,서울특별시 강서구 방화동 187-19,37.570600,126.820725,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동384",1,서울특별시 강서구 방화대로34길 86,서울특별시 강서구 방화동 890-3,37.570775,126.821172,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동385",1,서울특별시 강서구 방화대로34길 92,서울특별시 강서구 방화동 193-11,37.570858,126.821451,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동386",1,서울특별시 강서구 방화대로34길 96,서울특별시 강서구 방화동 193-3,37.570996,126.821582,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동387",1,서울특별시 강서구 방화대로34길 102,서울특별시 강서구 방화동 192-3,37.571218,126.821904,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동388",1,서울특별시 강서구 방화대로34길 102,서울특별시 강서구 방화동 192-3,37.571218,126.821904,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동389",1,서울특별시 강서구 양천로28길 29,서울특별시 강서구 방화동 876,37.572146,126.821260,,전용주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동390",1,서울특별시 강서구 양천로28길 38,서울특별시 강서구 방화동 189-6,37.571534,126.820706,,전용주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동391",1,서울특별시 강서구 양천로28길 35,서울특별시 강서구 방화동 189-11,37.571771,126.820815,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동392",1,서울특별시 강서구 양천로26길 66,서울특별시 강서구 방화동 876,37.571879,126.820444,,전용주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동393",1,서울특별시 강서구 방화대로40길 66,서울특별시 강서구 방화동 884,37.571319,126.819998,,전용주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동394",1,서울특별시 강서구 방화대로40길 66,서울특별시 강서구 방화동 884,37.571319,126.819998,,전용주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동395",1,서울특별시 강서구 방화대로40길 66,서울특별시 강서구 방화동 884,37.571319,126.819998,,전용주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동396",1,서울특별시 강서구 방화대로40길 66,서울특별시 강서구 방화동 884,37.571319,126.819998,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동397",1,서울특별시 강서구 방화대로40길 42,서울특별시 강서구 방화동 184-78,37.571021,126.819148,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동398",1,서울특별시 강서구 방화대로40길 38,서울특별시 강서구 방화동 184-44,37.570966,126.818959,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동400",1,서울특별시 강서구 방화대로44길 55,서울특별시 강서구 방화동 183-4,37.571047,126.818541,,전용주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동407",1,서울특별시 강서구 방화대로 338-7,서울특별시 강서구 방화동 257-9,37.571099,126.817262,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동408",1,서울특별시 강서구 방화대로 338-7,서울특별시 강서구 방화동 892-2,37.571081,126.817262,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동409",1,서울특별시 강서구 방화대로 338-16,서울특별시 강서구 방화동 892-2,37.571034,126.817794,,전용주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동410",1,서울특별시 강서구 방화대로44길 48,서울특별시 강서구 방화동 892-2,37.571083,126.818108,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동411",1,서울특별시 강서구 방화대로44길 48,서울특별시 강서구 방화동 258-2,37.571083,126.818155,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동412",1,서울특별시 강서구 방화대로44길 48,서울특별시 강서구 방화동 258-2,37.571083,126.818108,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동413",1,서울특별시 강서구 방화대로44길 41-8,서울특별시 강서구 방화동 182-40,37.571350,126.818491,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동414",1,서울특별시 강서구 방화대로44길 41-12,서울특별시 강서구 방화동 182-41,37.571346,126.818708,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동415",1,서울특별시 강서구 방화대로44길 41-9,서울특별시 강서구 방화동 168-16,37.571524,126.818521,,건축물,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동416",1,서울특별시 강서구 방화대로42길 18,서울특별시 강서구 방화동 272-57,37.571739,126.817829,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동417",1,서울특별시 강서구 방화대로42길 18,서울특별시 강서구 방화동 272-57,37.571739,126.817864,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동418",1,서울특별시 강서구 방화대로 346,서울특별시 강서구 방화동 272-27,37.571612,126.816971,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동419",1,서울특별시 강서구 방화대로42길 13,서울특별시 강서구 방화동 272-23,37.571833,126.817479,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동420",1,서울특별시 강서구 방화대로42길 26,서울특별시 강서구 방화동 182-16,37.571857,126.818178,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동421",1,서울특별시 강서구 방화대로42길 30-3,서울특별시 강서구 방화동 182-44,37.571748,126.818678,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동422",1,서울특별시 강서구 양천로26길 38,서울특별시 강서구 방화동 883,37.572215,126.818371,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동423",1,서울특별시 강서구 양천로26길 38,서울특별시 강서구 방화동 883,37.572215,126.818371,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동424",1,서울특별시 강서구 방화대로44길 24,서울특별시 강서구 방화동 272-24,37.572201,126.817569,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동424-2",1,서울특별시 강서구 방화대로44길 24,,37.572201,126.817569,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동425",1,서울특별시 강서구 방화대로44길 24-6,서울특별시 강서구 방화동 272-5,37.572047,126.817309,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동426",1,서울특별시 강서구 방화대로44길 24-14,서울특별시 강서구 방화동 272-22,37.571928,126.817037,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동427",1,서울특별시 강서구 방화대로44길 23-5,서울특별시 강서구 방화동 179-25,37.572308,126.817926,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동428",1,서울특별시 강서구 방화대로44길 23-7,서울특별시 강서구 방화동 179-28,37.572227,126.818064,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동429",1,서울특별시 강서구 방화대로44길 15,,37.572604,126.817549,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동429-2",1,서울특별시 강서구 방화대로44길 15,,37.572605,126.817549,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동430",1,서울특별시 강서구 양천로26길 18,서울특별시 강서구 방화동 180-7,37.572788,126.817916,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동431",1,서울특별시 강서구 방화대로44길 7,서울특별시 강서구 방화동 179-9,37.572901,126.817232,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동432",1,서울특별시 강서구 방화대로44길 1,서울특별시 강서구 방화동 179-1,37.573132,126.817086,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동433",1,서울특별시 강서구 초원로 86,서울특별시 강서구 방화동 247-213,37.567406,126.814985,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동434",1,서울특별시 강서구 초원로14길 1-6,서울특별시 강서구 방화동 247-57,37.567123,126.814933,,건축물,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동435",1,서울특별시 강서구 초원로14길 5-5,서울특별시 강서구 방화동 247-66,37.567126,126.814864,,건축물,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동436",1,서울특별시 강서구 초원로16길 12-1,서울특별시 강서구 방화동 608-24,37.566936,126.814967,,전용주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동437",1,서울특별시 강서구 초원로14길 11-37,서울특별시 강서구 방화동 608-40,37.566752,126.814807,,건축물,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동438",1,서울특별시 강서구 초원로14길 11-17,서울특별시 강서구 방화동 247-71,37.566941,126.814604,,건축물,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동439",1,서울특별시 강서구 초원로14길 5-8,서울특별시 강서구 방화동 247-26,37.567017,126.814742,,건축물,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동440",1,서울특별시 강서구 초원로14길 11-5,서울특별시 강서구 방화동 247-72,37.567037,126.814502,,건축물,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동441",1,서울특별시 강서구 초원로 80,서울특별시 강서구 방화동 247-188,37.567346,126.814348,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동442",1,서울특별시 강서구 초원로 80,서울특별시 강서구 방화동 247-188,37.567346,126.814321,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동443",1,서울특별시 강서구 초원로14길 13-3,서울특별시 강서구 방화동 247-27,37.567057,126.814412,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동444",1,서울특별시 강서구 초원로14길 18,서울특별시 강서구 방화동 247-37,37.567214,126.814053,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동445",1,서울특별시 강서구 초원로14길 15-6,서울특별시 강서구 방화동 607-80,37.566922,126.813952,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동446",1,서울특별시 강서구 초원로14길 22,서울특별시 강서구 방화동 249-245,37.567312,126.813755,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동447",1,서울특별시 강서구 초원로14길 27,서울특별시 강서구 방화동 249-157,37.567264,126.813521,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동449",1,서울특별시 강서구 초원로14길 35,서울특별시 강서구 방화동 607-3,37.567079,126.813351,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동450",1,서울특별시 강서구 초원로14길 35-5,서울특별시 강서구 방화동 607-16,37.566949,126.813518,,건축물,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동451",1,서울특별시 강서구 초원로14길 37,서울특별시 강서구 방화동 607-20,37.566916,126.813258,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동452",1,서울특별시 강서구 초원로14길 39,서울특별시 강서구 방화동 607-22,37.566876,126.813133,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동453",1,서울특별시 강서구 방화동로 78,서울특별시 강서구 방화동 249-162,37.567236,126.812858,,건축물,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동454",1,서울특별시 강서구 방화동로12길 9,서울특별시 강서구 방화동 607-24,37.566642,126.813134,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동455",1,서울특별시 강서구 방화동로12길 15,서울특별시 강서구 방화동 607-172,37.566642,126.813480,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동456",1,서울특별시 강서구 방화동로12길 17-5,서울특별시 강서구 방화동 607-85,37.566877,126.813655,,건축물,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동457",1,서울특별시 강서구 방화동로12길 23,서울특별시 강서구 방화동 607-82,37.566643,126.813954,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동458",1,서울특별시 강서구 방화동로12길 31,서울특별시 강서구 방화동 607-2,37.566752,126.814481,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동459",1,서울특별시 강서구 방화동로12길 37,서울특별시 강서구 방화동 608-40,37.566626,126.814744,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동460",1,서울특별시 강서구 방화동로12길 41,서울특별시 강서구 방화동 217-58,37.566713,126.814992,,전용주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동461",1,서울특별시 강서구 초원로16길 3-9,서울특별시 강서구 방화동 247-194,37.567243,126.815734,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동463",1,서울특별시 강서구 초원로16길 3-9,서울특별시 강서구 방화동 247-194,37.567243,126.815747,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동465",1,서울특별시 강서구 방화대로 291-6,서울특별시 강서구 방화동 217-158,37.566955,126.816163,,전용주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동466",1,서울특별시 강서구 초원로16길 3-16,서울특별시 강서구 방화동 217-48,37.566839,126.815658,,전용주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동467",1,서울특별시 강서구 초원로16길 15-4,서울특별시 강서구 방화동 217-56,37.566672,126.815433,,건축물,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동468",1,서울특별시 강서구 초원로16길 9,서울특별시 강서구 방화동 608-18,37.567024,126.815216,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동469",1,서울특별시 강서구 초원로16길 15,서울특별시 강서구 방화동 608-34,37.566717,126.815239,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동470",1,서울특별시 강서구 초원로16길 17,서울특별시 강서구 방화동 217-57,37.566627,126.815276,,건축물,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동476",1,서울특별시 강서구 방화대로29길 4-8,서울특별시 강서구 방화동 217-42,37.566628,126.816081,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동477",1,서울특별시 강서구 방화대로29길 4-19,서울특별시 강서구 방화동 217-47,37.566799,126.815782,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동484",1,서울특별시 강서구 초원로16길 25,서울특별시 강서구 방화동 608-142,37.566303,126.815321,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동485",1,서울특별시 강서구 초원로16길 35,서울특별시 강서구 방화동 608-89,37.565893,126.815241,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동486",1,서울특별시 강서구 초원로16길 43,서울특별시 강서구 방화동 608-72,37.565501,126.815231,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동490",1,서울특별시 강서구 초원로16길 55,서울특별시 강서구 방화동 607-242,37.564989,126.815232,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동497",1,서울특별시 강서구 초원로16길 67,서울특별시 강서구 방화동 610-27,37.564430,126.815222,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동498",1,서울특별시 강서구 초원로16길 63,서울특별시 강서구 방화동 610-22,37.564659,126.815233,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동499",1,서울특별시 강서구 방화동로12나길 52,서울특별시 강서구 방화동 610-36,37.564362,126.814736,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동500",1,서울특별시 강서구 초원로16길 66,서울특별시 강서구 방화동 610-39,37.564507,126.815043,,건축물,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동501",1,서울특별시 강서구 방화대로23길 34-7,서울특별시 강서구 방화동 610-19,37.564428,126.814680,,건축물,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동502",1,서울특별시 강서구 방화대로23길 34,서울특별시 강서구 방화동 610-38,37.564324,126.814613,,건축물,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동503",1,서울특별시 강서구 방화대로23길 38-2,서울특별시 강서구 방화동 611-97,37.564319,126.814422,,건축물,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동504",1,서울특별시 강서구 방화대로23길 44-4,서울특별시 강서구 방화동 611-105,37.564441,126.814141,,건축물,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동505",1,서울특별시 강서구 방화대로23길 50-3,서울특별시 강서구 방화동 611-118,37.564523,126.813683,,건축물,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동506",1,서울특별시 강서구 방화대로23길 54-6,서울특별시 강서구 방화동 611-122,37.564648,126.813600,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동507",1,서울특별시 강서구 방화대로23길 60-3,서울특별시 강서구 방화동 611-168,37.564663,126.813078,,건축물,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동508",1,서울특별시 강서구 방화대로23길 60-8,서울특별시 강서구 방화동 611-138,37.564801,126.813344,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동509",1,서울특별시 강서구 방화대로23길 62-4,서울특별시 강서구 방화동 611-170,37.564533,126.812867,,전용주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동510",1,서울특별시 강서구 방화대로23길 68-4,서울특별시 강서구 방화동 611-151,37.564365,126.812613,,전용주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동511",1,서울특별시 강서구 방화대로23길 68,서울특별시 강서구 방화동 611-150,37.564355,126.812777,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동512",1,서울특별시 강서구 방화대로21다길 5,서울특별시 강서구 방화동 611-17,37.564352,126.812183,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동513",1,서울특별시 강서구 방화대로21다길 10-6,서울특별시 강서구 방화동 611-28,37.564533,126.812664,,전용주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동514",1,서울특별시 강서구 방화대로21다길 10-8,서울특별시 강서구 방화동 611-27,37.564686,126.812768,,건축물,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동515",1,서울특별시 강서구 방화대로21다길 10-14,서울특별시 강서구 방화동 611-44,37.564818,126.812923,,건축물,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동516",1,서울특별시 강서구 방화대로21다길 15,서울특별시 강서구 방화동 611-21,37.564704,126.812490,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동517",1,서울특별시 강서구 방화대로21다길 1-22,서울특별시 강서구 방화동 611-37,37.565067,126.812787,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동518",1,서울특별시 강서구 방화대로21다길 1-23,서울특별시 강서구 방화동 611-33,37.565134,126.812662,,건축물,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동519",1,서울특별시 강서구 방화대로21다길 1-15,서울특별시 강서구 방화동 611-10,37.564816,126.812377,,건축물,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동520",1,서울특별시 강서구 방화대로21다길 1-11,서울특별시 강서구 방화동 611-11,37.564622,126.812259,,건축물,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동521",1,서울특별시 강서구 방화대로21다길 3,서울특별시 강서구 방화동 611-16,37.564359,126.812124,,건축물,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동522",1,서울특별시 강서구 방화대로21길 86,서울특별시 강서구 방화동 611-15,37.564243,126.812019,,건축물,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동523",1,서울특별시 강서구 방화대로21길 94,서울특별시 강서구 방화동 609-52,37.564396,126.811720,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동524",1,서울특별시 강서구 방화동로 48-1,서울특별시 강서구 방화동 609-42,37.564702,126.811797,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동525",1,서울특별시 강서구 방화대로21길 94-11,서울특별시 강서구 방화동 609-49,37.564554,126.811946,,건축물,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동526",1,서울특별시 강서구 방화대로21길 94-15,서울특별시 강서구 방화동 609-61,37.564495,126.811826,,건축물,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동527",1,서울특별시 강서구 방화동로 48-3,서울특별시 강서구 방화동 609-66,37.564756,126.812131,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동528",1,서울특별시 강서구 방화동로 48-1,서울특별시 강서구 방화동 609-42,37.564768,126.811797,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동529",1,서울특별시 강서구 방화대로21다길 24,서울특별시 강서구 방화동 611-25,37.564941,126.812994,,건축물,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동530",1,서울특별시 강서구 방화동로 62,서울특별시 강서구 방화동 609-199,37.565930,126.812592,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동531",1,서울특별시 강서구 방화동로10길 10,서울특별시 강서구 방화동 609-160,37.565795,126.812819,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동532",1,서울특별시 강서구 방화동로 60,서울특별시 강서구 방화동 609-62,37.565782,126.812574,,한전주,02-2600-6582,서울특별시 강서구청,2023-03-07
"방화1동533",1,서울특별시 강서구 방화동로10길 8-11,서울특별시 강서구 방화동 609-195,37.565384,126.812741,,건축물,02-2600-6582,서울특별시 강서구청,2023-03-07
